item_identifier,item_fat_content,item_mrp,item_outlet_sales,item_type,item_visibility,item_weight,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type
FDK15,Low Fat,98.4041976928711,99.2042007446289,Meat,0.16472457349300385,10.800000190734863,1998,OUT010,Tier 3,,Grocery Store
FDP52,reg,230.2010040283203,5742.52490234375,Frozen Foods,0.07069172710180283,18.700000762939453,1997,OUT046,Tier 1,Small,Supermarket Type1
FDB49,Regular,97.63839721679688,197.07679748535156,Baking Goods,0.05046717822551727,8.300000190734863,1998,OUT010,Tier 3,,Grocery Store
FDD04,Low Fat,143.4154052734375,1985.4156494140625,Dairy,0.08989641815423965,16.0,1987,OUT013,Tier 3,High,Supermarket Type1
FDU32,Low Fat,119.94139862060547,1462.0968017578125,Fruits and Vegetables,0.02596762403845787,8.78499984741211,1997,OUT046,Tier 1,Small,Supermarket Type1
FDP34,Low Fat,157.66299438476562,2659.87109375,Snack Foods,0.13744120299816132,12.850000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCZ29,Low Fat,126.33619689941406,503.34478759765625,Health and Hygiene,0.11946118623018265,15.0,1998,OUT010,Tier 3,,Grocery Store
FDJ53,Low Fat,119.70980072021484,2410.196044921875,Frozen Foods,0.07166097313165665,10.5,2007,OUT017,Tier 2,,Supermarket Type1
NCE06,Low Fat,162.6894073486328,2588.63037109375,Household,0.09104221314191818,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDH46,Regular,101.83319854736328,2255.73046875,Snack Foods,0.041247930377721786,6.934999942779541,1987,OUT013,Tier 3,High,Supermarket Type1
FDB27,Low Fat,196.77679443359375,5912.30419921875,Dairy,0.05512189120054245,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDW23,Low Fat,37.216400146484375,579.2459716796875,Baking Goods,0.08213979750871658,5.764999866485596,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCF18,Low Fat,191.55039978027344,5944.26220703125,Household,0.08855169266462326,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDB16,Low Fat,87.3198013305664,610.53857421875,Dairy,0.04488839581608772,8.210000038146973,1987,OUT013,Tier 3,High,Supermarket Type1
FDE24,Low Fat,140.981201171875,3277.067626953125,Baking Goods,0.09399128705263138,14.850000381469727,2007,OUT017,Tier 2,,Supermarket Type1
NCR38,Low Fat,253.57240295410156,5033.4482421875,Household,0.11351846903562546,17.25,1997,OUT046,Tier 1,Small,Supermarket Type1
FDZ51,Regular,96.6093978881836,2189.816162109375,Meat,0.05428864434361458,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDF50,Low Fat,198.976806640625,4729.84326171875,Canned,0.116762176156044,,1985,OUT027,Tier 3,Medium,Supermarket Type3
NCV42,Low Fat,111.02279663085938,221.04559326171875,Household,0.05259395018219948,6.260000228881836,1998,OUT010,Tier 3,,Grocery Store
FDX01,Low Fat,118.11499786376953,116.51499938964844,Canned,0.040446143597364426,10.100000381469727,1998,OUT010,Tier 3,,Grocery Store
FDT11,Regular,188.05560302734375,938.7780151367188,Breads,0.02949201874434948,5.940000057220459,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDS19,Regular,74.30120086669922,1669.826416015625,Fruits and Vegetables,0.0,13.800000190734863,2002,OUT045,Tier 2,,Supermarket Type1
FDQ26,Regular,60.956199645996094,533.3057861328125,Dairy,0.06825631856918335,13.5,2007,OUT017,Tier 2,,Supermarket Type1
DRC12,Low Fat,190.41879272460938,952.093994140625,Soft Drinks,0.03788568452000618,17.850000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDP32,Low Fat,127.2677993774414,2416.188232421875,Fruits and Vegetables,0.0876694843173027,6.650000095367432,1997,OUT046,Tier 1,Small,Supermarket Type1
NCW17,Low Fat,128.69940185546875,2441.488525390625,Health and Hygiene,0.01946520432829857,18.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
DRG51,Low Fat,163.55259704589844,2302.33642578125,Dairy,0.011539622209966183,12.100000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
NCC07,Low Fat,106.99639892578125,1788.3387451171875,Household,0.023946620523929596,19.600000381469727,2004,OUT035,Tier 2,Small,Supermarket Type1
FDZ27,Low Fat,51.23500061035156,848.89501953125,Dairy,0.017182935029268265,7.934999942779541,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDH21,Low Fat,159.4604034423828,316.9208068847656,Seafood,0.031199028715491295,10.395000457763672,1987,OUT013,Tier 3,High,Supermarket Type1
FDL40,Low Fat,94.74099731445312,1641.197021484375,Frozen Foods,0.011556918732821941,,1985,OUT027,Tier 3,Medium,Supermarket Type3
NCW42,Low Fat,220.54559326171875,3094.638427734375,Household,0.058707159012556076,18.200000762939453,2009,OUT018,Tier 3,Medium,Supermarket Type2
DRK35,Low Fat,39.65060043334961,834.9132080078125,Hard Drinks,0.07225288450717926,8.364999771118164,2007,OUT017,Tier 2,,Supermarket Type1
NCH55,Low Fat,127.50199890136719,379.5060119628906,Household,0.06070674955844879,,1985,OUT019,Tier 1,Small,Grocery Store
FDV16,reg,32.9557991027832,101.86740112304688,Frozen Foods,0.08326852321624756,7.75,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDA49,LF,87.0197982788086,697.7584228515625,Canned,0.06502269953489304,19.700000762939453,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDK58,Regular,101.50160217285156,202.4031982421875,Snack Foods,0.0,11.350000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDD39,Low Fat,214.38499450683594,4327.7001953125,Dairy,0.06981516629457474,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDN04,Regular,179.23440551757812,2141.212890625,Frozen Foods,0.0,11.800000190734863,2004,OUT035,Tier 2,Small,Supermarket Type1
NCO26,Low Fat,117.34919738769531,1506.03955078125,Household,0.07701149582862854,7.235000133514404,2002,OUT045,Tier 2,,Supermarket Type1
NCS17,Low Fat,92.5436019897461,378.1744079589844,Health and Hygiene,0.08062659949064255,18.600000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDF10,reg,148.6417999267578,3972.82861328125,Snack Foods,0.15679778158664703,15.5,1987,OUT013,Tier 3,High,Supermarket Type1
FDD21,Regular,114.21759796142578,2175.83447265625,Fruits and Vegetables,0.03069375641644001,10.300000190734863,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDD32,reg,80.82759857177734,1868.2347412109375,Fruits and Vegetables,0.041163522750139236,17.700000762939453,2007,OUT017,Tier 2,,Supermarket Type1
FDC37,Low Fat,107.2938003540039,2143.8759765625,Baking Goods,0.03292446210980415,15.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDX52,Regular,192.6820068359375,3861.639892578125,Frozen Foods,0.042087748646736145,11.5,2002,OUT045,Tier 2,,Supermarket Type1
FDD51,LF,44.27439880371094,588.5671997070312,Dairy,0.11993002891540527,11.149999618530273,2004,OUT035,Tier 2,Small,Supermarket Type1
NCJ18,Low Fat,117.01239776611328,1540.6612548828125,Household,0.16394193470478058,12.350000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDB46,Regular,210.82440185546875,2117.243896484375,Snack Foods,0.09414581954479218,10.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDQ08,Regular,63.15359878540039,122.5072021484375,Fruits and Vegetables,0.03168552741408348,15.699999809265137,1998,OUT010,Tier 3,,Grocery Store
FDQ09,Low Fat,113.28340148925781,4376.96923828125,Snack Foods,0.05785069987177849,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDH17,Regular,97.47260284423828,1174.47119140625,Frozen Foods,0.016650190576910973,16.200000762939453,2004,OUT035,Tier 2,Small,Supermarket Type1
DRG11,Low Fat,109.8595962524414,3235.7880859375,Hard Drinks,0.08376852422952652,6.385000228881836,1987,OUT013,Tier 3,High,Supermarket Type1
FDM28,Low Fat,177.96600341796875,3415.553955078125,Frozen Foods,0.04527413472533226,15.699999809265137,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDE41,Regular,86.55660247802734,1183.7923583984375,Frozen Foods,0.06411369889974594,9.194999694824219,1999,OUT049,Tier 1,Medium,Supermarket Type1
DRC36,Regular,173.6053924560547,1751.053955078125,Soft Drinks,0.0,13.0,1987,OUT013,Tier 3,High,Supermarket Type1
FDP12,Regular,36.187400817871094,423.44879150390625,Baking Goods,0.04535860940814018,9.800000190734863,2002,OUT045,Tier 2,,Supermarket Type1
FDY59,Low Fat,93.64620208740234,925.4619750976562,Baking Goods,0.03137730807065964,8.194999694824219,1987,OUT013,Tier 3,High,Supermarket Type1
FDZ43,Regular,241.75120544433594,3635.26806640625,Fruits and Vegetables,0.05705854669213295,11.0,1997,OUT046,Tier 1,Small,Supermarket Type1
DRK39,Low Fat,83.82499694824219,1414.824951171875,Dairy,0.0,7.019999980926514,2007,OUT017,Tier 2,,Supermarket Type1
FDC26,Low Fat,110.98860168457031,111.1885986328125,Canned,0.2115393877029419,10.194999694824219,1998,OUT010,Tier 3,,Grocery Store
FDK26,Regular,186.82400512695312,1864.239990234375,Canned,0.03222743049263954,5.460000038146973,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDQ48,Regular,98.17259979248047,685.1082153320312,Baking Goods,0.03455141559243202,14.300000190734863,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDO50,Low Fat,91.1803970336914,1929.4884033203125,Canned,0.0781036913394928,16.25,1987,OUT013,Tier 3,High,Supermarket Type1
FDQ14,low fat,149.60499572753906,449.4150085449219,Dairy,0.10818157345056534,,1985,OUT019,Tier 1,Small,Grocery Store
FDV12,Regular,100.03839874267578,1970.7679443359375,Baking Goods,0.06121901050209999,16.700000762939453,2007,OUT017,Tier 2,,Supermarket Type1
NCM43,Low Fat,161.62100219726562,2120.572998046875,Others,0.019459163770079613,14.5,1987,OUT013,Tier 3,High,Supermarket Type1
FDL02,Regular,107.46219635009766,1587.9329833984375,Canned,0.10399676114320755,20.0,1987,OUT013,Tier 3,High,Supermarket Type1
DRH59,LF,73.93800354003906,73.23799896240234,Hard Drinks,0.09780561178922653,10.800000190734863,1998,OUT010,Tier 3,,Grocery Store
FDH50,Regular,185.82659912109375,1844.2659912109375,Canned,0.16140490770339966,15.0,2004,OUT035,Tier 2,Small,Supermarket Type1
FDK51,Low Fat,264.5884094238281,5829.74462890625,Dairy,0.005264754872769117,19.850000381469727,2007,OUT017,Tier 2,,Supermarket Type1
FDR58,Low Fat,93.24620056152344,1480.7392578125,Snack Foods,0.04198664054274559,6.675000190734863,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDV31,LF,175.23699951171875,3881.614013671875,Fruits and Vegetables,0.0,9.800000190734863,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDO33,Low Fat,115.35179901123047,1821.6287841796875,Snack Foods,0.089686319231987,14.75,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDI33,Low Fat,91.714599609375,2462.794189453125,Snack Foods,0.028395166620612144,16.5,1987,OUT013,Tier 3,High,Supermarket Type1
NCK30,Low Fat,254.26980590820312,1775.6885986328125,Household,0.10206562280654907,14.850000381469727,1998,OUT010,Tier 3,,Grocery Store
FDS36,Regular,108.15699768066406,549.2849731445312,Baking Goods,0.046982429921627045,8.380000114440918,2002,OUT045,Tier 2,,Supermarket Type1
NCS18,Low Fat,108.69380187988281,1393.5194091796875,Household,0.04221111908555031,12.649999618530273,1997,OUT046,Tier 1,Small,Supermarket Type1
FDQ16,LF,108.09120178222656,1965.441650390625,Frozen Foods,0.041823044419288635,19.700000762939453,2002,OUT045,Tier 2,,Supermarket Type1
NCJ30,LF,168.6790008544922,4923.5908203125,Household,0.08024997264146805,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDO27,Regular,94.17520141601562,575.251220703125,Meat,0.17935588955879211,6.175000190734863,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCB19,Low Fat,86.48819732666016,1631.8758544921875,Household,0.09080645442008972,6.525000095367432,2007,OUT017,Tier 2,,Supermarket Type1
NCM42,Low Fat,110.49120330810547,1310.29443359375,Household,0.02848169021308422,6.130000114440918,2007,OUT017,Tier 2,,Supermarket Type1
FDR09,Low Fat,260.29620361328125,1035.9847412109375,Snack Foods,0.07765991985797882,18.25,1987,OUT013,Tier 3,High,Supermarket Type1
DRK23,Low Fat,251.50399780273438,7084.11181640625,Hard Drinks,0.07238377630710602,8.395000457763672,2007,OUT017,Tier 2,,Supermarket Type1
FDT16,Regular,260.2278137207031,4165.24462890625,Frozen Foods,0.0488605871796608,9.895000457763672,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDZ34,Low Fat,192.08200073242188,6757.8701171875,Starchy Foods,0.07586417347192764,6.695000171661377,2004,OUT035,Tier 2,Small,Supermarket Type1
FDC23,Low Fat,178.3686065673828,3199.834716796875,Starchy Foods,0.017979145050048828,18.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDQ31,Regular,85.98560333251953,1494.05517578125,Fruits and Vegetables,0.053802404552698135,5.784999847412109,1987,OUT013,Tier 3,High,Supermarket Type1
FDR10,LF,160.4552001953125,2599.283203125,Snack Foods,0.010096684098243713,17.600000381469727,2007,OUT017,Tier 2,,Supermarket Type1
FDQ24,Low Fat,253.37240600585938,6795.15478515625,Baking Goods,0.07408338785171509,15.699999809265137,2007,OUT017,Tier 2,,Supermarket Type1
FDX39,reg,212.45860290527344,3799.0546875,Meat,0.04967615753412247,14.300000190734863,1997,OUT046,Tier 1,Small,Supermarket Type1
NCC19,Low Fat,191.48199462890625,5020.1318359375,Household,0.09688057750463486,6.570000171661377,1997,OUT046,Tier 1,Small,Supermarket Type1
NCQ17,Low Fat,158.36300659179688,4068.0380859375,Health and Hygiene,0.11636630445718765,,1985,OUT027,Tier 3,Medium,Supermarket Type3
NCC31,LF,154.2971954345703,1090.5804443359375,Household,0.033259082585573196,8.020000457763672,1998,OUT010,Tier 3,,Grocery Store
FDE36,Regular,165.58680725097656,5404.96435546875,Baking Goods,0.0,,1985,OUT027,Tier 3,Medium,Supermarket Type3
NCQ30,Low Fat,123.84140014648438,487.3656005859375,Household,0.029131241142749786,7.724999904632568,2002,OUT045,Tier 2,,Supermarket Type1
FDR23,Low Fat,177.63699340820312,3352.302978515625,Breads,0.08191467821598053,15.850000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCU41,Low Fat,190.3845977783203,3630.607421875,Health and Hygiene,0.05201150104403496,18.850000381469727,1987,OUT013,Tier 3,High,Supermarket Type1
FDP57,low fat,103.9990005493164,1857.58203125,Snack Foods,0.052434202283620834,17.5,2004,OUT035,Tier 2,Small,Supermarket Type1
NCF43,Low Fat,142.2469940185547,2004.0579833984375,Household,0.05205125734210014,8.510000228881836,2002,OUT045,Tier 2,,Supermarket Type1
FDF04,Low Fat,259.23040771484375,2841.634521484375,Frozen Foods,0.013714183121919632,17.5,2007,OUT017,Tier 2,,Supermarket Type1
FDJ20,Regular,124.23880004882812,247.67759704589844,Fruits and Vegetables,0.1676723062992096,20.700000762939453,1998,OUT010,Tier 3,,Grocery Store
DRG36,Low Fat,170.51060485839844,2395.54833984375,Soft Drinks,0.09537822008132935,14.149999618530273,1997,OUT046,Tier 1,Small,Supermarket Type1
DRM11,Low Fat,261.42779541015625,4165.24462890625,Hard Drinks,0.06633871793746948,6.570000171661377,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDY57,Regular,94.9751968383789,1342.2528076171875,Snack Foods,0.1214427575469017,20.200000762939453,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCE07,Low Fat,140.6154022216797,425.4461975097656,Household,0.021976979449391365,8.180000305175781,1998,OUT010,Tier 3,,Grocery Store
FDQ60,Regular,121.20980072021484,120.50980377197266,Baking Goods,0.19150052964687347,,1985,OUT019,Tier 1,Small,Grocery Store
FDL48,Regular,48.80339813232422,340.2237854003906,Baking Goods,0.0822664201259613,19.350000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDH45,Regular,41.67959976196289,784.3123779296875,Fruits and Vegetables,0.10583111643791199,15.100000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDB56,Regular,186.85560607910156,7322.46826171875,Fruits and Vegetables,0.0745650976896286,8.75,1987,OUT013,Tier 3,High,Supermarket Type1
FDZ20,Low Fat,253.235595703125,5849.71875,Fruits and Vegetables,0.03430047631263733,16.100000381469727,2004,OUT035,Tier 2,Small,Supermarket Type1
FDQ10,Low Fat,172.04220581054688,517.3265991210938,Snack Foods,0.058092549443244934,,1985,OUT019,Tier 1,Small,Grocery Store
FDE10,Regular,133.06260681152344,1573.951171875,Snack Foods,0.0,6.670000076293945,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDV07,Low Fat,110.32279968261719,2763.070068359375,Fruits and Vegetables,0.031410377472639084,9.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDG29,Low Fat,40.345401763916016,796.9625854492188,Frozen Foods,0.05628127604722977,17.600000381469727,2004,OUT035,Tier 2,Small,Supermarket Type1
DRI23,Low Fat,162.05780029296875,3209.156005859375,Hard Drinks,0.0,18.850000381469727,2004,OUT035,Tier 2,Small,Supermarket Type1
FDY14,Low Fat,263.0226135253906,4229.16162109375,Dairy,0.07004019618034363,10.300000190734863,1997,OUT046,Tier 1,Small,Supermarket Type1
FDT38,Low Fat,85.35659790039062,591.8961791992188,Dairy,0.05777182802557945,18.700000762939453,2009,OUT018,Tier 3,Medium,Supermarket Type2
DRH36,Low Fat,74.0696029663086,1416.8223876953125,Soft Drinks,0.03338006138801575,16.200000762939453,1997,OUT046,Tier 1,Small,Supermarket Type1
FDH60,Regular,195.71099853515625,5499.5078125,Baking Goods,0.08034605532884598,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDA11,Low Fat,94.34359741210938,2363.590087890625,Baking Goods,0.04348339885473251,7.75,2007,OUT017,Tier 2,,Supermarket Type1
FDR26,Low Fat,178.30279541015625,2479.439208984375,Dairy,0.042801130563020706,20.700000762939453,1987,OUT013,Tier 3,High,Supermarket Type1
NCL54,Low Fat,174.50540161132812,2626.5810546875,Household,0.0832219049334526,12.600000381469727,2007,OUT017,Tier 2,,Supermarket Type1
FDG60,Low Fat,234.2615966796875,4687.23193359375,Baking Goods,0.06068824976682663,20.350000381469727,2004,OUT035,Tier 2,Small,Supermarket Type1
NCV41,Low Fat,110.32279968261719,552.614013671875,Health and Hygiene,0.017108185216784477,14.350000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
DRQ35,Low Fat,123.23880004882812,1857.58203125,Hard Drinks,0.042357202619314194,9.300000190734863,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDV48,Regular,79.26439666748047,864.2083740234375,Baking Goods,0.05169710889458656,9.194999694824219,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDI44,LF,78.43280029296875,1158.491943359375,Fruits and Vegetables,0.10014946013689041,16.100000381469727,1987,OUT013,Tier 3,High,Supermarket Type1
FDF40,Regular,248.1092071533203,4731.1748046875,Dairy,0.02250787615776062,20.25,2004,OUT035,Tier 2,Small,Supermarket Type1
FDY01,Regular,116.4833984375,1958.1177978515625,Canned,0.1702512949705124,11.800000190734863,2004,OUT035,Tier 2,Small,Supermarket Type1
FDU45,Regular,112.15180206298828,1821.6287841796875,Snack Foods,0.035561345517635345,15.600000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDW09,Regular,80.2302017211914,79.2302017211914,Snack Foods,0.04338613152503967,13.649999618530273,1998,OUT010,Tier 3,,Grocery Store
FDX23,Low Fat,95.0436019897461,94.5436019897461,Baking Goods,0.04969792440533638,6.445000171661377,1998,OUT010,Tier 3,,Grocery Store
NCR41,Low Fat,95.9094009399414,2285.025634765625,Health and Hygiene,0.01802399754524231,17.850000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDB32,Low Fat,94.87779998779297,4036.745361328125,Fruits and Vegetables,0.023339366540312767,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDC04,Low Fat,242.38540649414062,2416.85400390625,Dairy,0.045055586844682693,15.600000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDU07,Low Fat,149.1365966796875,4231.82470703125,Fruits and Vegetables,0.059940021485090256,11.100000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDT43,Low Fat,49.93239974975586,259.6619873046875,Fruits and Vegetables,0.020544065162539482,16.350000381469727,2004,OUT035,Tier 2,Small,Supermarket Type1
FDM24,Regular,152.73660278320312,1813.63916015625,Baking Goods,0.07894322276115417,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDC17,Low Fat,208.9927978515625,9678.068359375,Frozen Foods,0.015385856851935387,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDX33,Regular,160.25779724121094,4492.818359375,Snack Foods,0.1173870638012886,9.194999694824219,1987,OUT013,Tier 3,High,Supermarket Type1
